Acteur,noteMoy
Corrochano Lara,-0.325
O'Donnell David,-0.3253333333333333
Nadkarni Usha,-0.32545454545454544
DeMeo William,-0.3255555555555556
Lee Jonathan,-0.3257142857142857
Diaz Julio,-0.3261538461538462
Bay Eva,-0.32666666666666666
Cowan Juliet,-0.32666666666666666
Quin Sara,-0.32666666666666666
Hansler Jonathan,-0.32666666666666666
Aria Max,-0.32666666666666666
Schulze Remo,-0.32666666666666666
Xinliang Gong,-0.32666666666666666
Uyen Kathy,-0.32666666666666666
Hằng Thanh,-0.32666666666666666
Junreurng Boriboon,-0.32666666666666666
Christopher Charles,-0.327
Hall Justin,-0.327
Sakata Masahiko,-0.3271428571428571
Ryû Suwaru,-0.3271428571428571
Nakaizumi Hideo,-0.3271428571428571
Joshi Mohan,-0.3273684210526316
Summers Tara,-0.3275
Dölle Robert,-0.32769230769230767
Dey Dipankar,-0.32769230769230767
Kurashina Kana,-0.328
Sassanelli Paolo,-0.3282608695652174
Nousiainen Mikko,-0.3283333333333333
Wittermans Mads,-0.32833333333333337
Dittman Henry,-0.32833333333333337
Katt George,-0.32833333333333337
Khan Marina,-0.32833333333333337
Qianlong Yang,-0.32833333333333337
Shiva Hagen Cosma,-0.32833333333333337
Che-Hao Chang,-0.32833333333333337
Selvig Jason,-0.32833333333333337
Perry Dominique,-0.32833333333333337
Walsman Leeanna,-0.3284615384615384
van der Heijden Hein,-0.32857142857142857
Chakraborty Bidipta,-0.32857142857142857
George Muktha,-0.32916666666666666
Forgách Lilly,-0.32923076923076927
Beichen Liu,-0.33
Jiajia Wang,-0.33
Flynn James,-0.33
Croft Parker,-0.33
Capelli Matteo,-0.33
Chakraborty Ritabhari,-0.33
Faunt Jason,-0.33
Campbell Lydia,-0.33
Basílio Oceana,-0.33
Nakphoo Boonsong,-0.33
Rosa Tietjen Marie,-0.33
Banhart Devendra,-0.33
Goikhman Albert,-0.33
Sakuragawa Megu,-0.33
Allen Colin,-0.33
Demouy Vanessa,-0.33
Elliott Jake,-0.33
Politseymako Mikhail,-0.33
Mapobphun Yothin,-0.33
Kalpokaitė Larisa,-0.33
Zacherl Daniela,-0.33
Sil Arindam,-0.33
Bruce Fiona,-0.33
Cabrera Bong,-0.33076923076923076
E. McMahon David,-0.3309090909090909
Sangaré Bakary,-0.3314285714285714
Cina Jan,-0.3314285714285714
Trujillo Robert,-0.3314285714285714
Daly Mike,-0.3314285714285714
Zinn Vinicius,-0.3316666666666667
Urzendowsky Lena,-0.3316666666666667
Adam Goff Mark,-0.3316666666666667
Hei Wong,-0.3316666666666667
K. Boulianne Eric,-0.3316666666666667
Russell Andrews A.,-0.3316666666666667
Meiying Wang,-0.3316666666666667
LeReaney David,-0.3316666666666667
Ederveen Arjan,-0.3316666666666667
Boutin David,-0.3316666666666667
Tešović Vladimir,-0.3316666666666667
Febiola Feby,-0.3316666666666667
Edwards Emilio,-0.3316666666666667
Melnikova Anastasiya,-0.3316666666666667
Mutti Nahuel,-0.3316666666666667
Rochon Debbie,-0.3317142857142857
Lakis Lauren,-0.3318181818181818
Manousha Sofiia,-0.3318181818181818
Palomino Juan,-0.33210526315789474
Vetchý Ondřej,-0.33269230769230773
Gallaga Peque,-0.33285714285714285
Cassie Kyle,-0.33285714285714285
van der Meer Ruben,-0.3330769230769231
Narayan Kulkarni Ketaki,-0.3333333333333333
Grillini Mirko,-0.3333333333333333
Zhen Fiona,-0.3333333333333333
Johnson Kenny,-0.3333333333333333
Harada Hitomi,-0.3333333333333333
Meyers Eric,-0.3333333333333333
Béart Emmanuelle,-0.3333333333333333
Charles Meyer John,-0.3333333333333333
Whitney Sewell,-0.33375
 Nao,-0.33384615384615385
de Bona Julie,-0.33384615384615385
Hardt Hans-Heinrich,-0.33384615384615385
More Jayesh,-0.33428571428571424
John Florence John,-0.33428571428571424
Schneider Romy,-0.33428571428571424
Cameron Dwayne,-0.33454545454545453
Hosokawa Yoshitaka,-0.3346153846153846
Hafez Mahmoud,-0.3347058823529412
Hana Bert,-0.33499999999999996
Bonjour Olivier,-0.33499999999999996
Muhlach Niño,-0.33499999999999996
Grishina Rina,-0.33499999999999996
Boyd Mark,-0.33499999999999996
Rialp Leo,-0.33499999999999996
McGuire Brian,-0.33499999999999996
Ishiguro Hideo,-0.33538461538461534
Knuppe Kerry,-0.33555555555555555
Frayling Christopher,-0.33571428571428574
Dickson Peter,-0.33571428571428574
Kammenos David,-0.3357894736842105
Jianfeng Bao,-0.33583333333333326
Uçar Kemal,-0.3358333333333334
Budař Jan,-0.336
Horiuchi Masami,-0.3361538461538461
Mayordo Gisele,-0.33666666666666667
Porowski Antoni,-0.33666666666666667
Davis Johnson Alicia,-0.33666666666666667
Ena Sauce,-0.33666666666666667
Harrison Gabriel,-0.33666666666666667
Partecke Mira,-0.33666666666666667
Meijuan Xi,-0.33714285714285713
Kyung-jin Lee,-0.33714285714285713
Peter Heyne Jan,-0.33714285714285713
Trebs Nele,-0.33714285714285713
Bhosle Rajesh,-0.33714285714285713
Rodgers Sheril,-0.33749999999999997
Townshend Pete,-0.3378571428571429
Pujades Octavi,-0.3383333333333333
Paquet Dominic,-0.3383333333333333
Ricci Jean-Philippe,-0.3383333333333333
Nikki Teemu,-0.3383333333333333
Jodoin Guy,-0.3383333333333333
Baxevani Fotini,-0.3383333333333333
Sakmann Doug,-0.3383333333333333
Cavanaugh Patrick,-0.3383333333333333
Richer Isabel,-0.3383333333333333
 Bhanuchander,-0.3383333333333334
Wenting Hao,-0.3383333333333334
Sinclair Iain,-0.3384615384615385
Martinez William,-0.3385714285714286
Bano Nisha,-0.3385714285714286
Si-hyung Choi,-0.3385714285714286
Beyer Alexander,-0.33875
Saeki Daichi,-0.33916666666666667
Reini Antti,-0.33916666666666667
Lind Sarah,-0.33999999999999997
Locke Francine,-0.34
T. Woods John,-0.34
Chase Daveigh,-0.34
Lukács Tibor,-0.34
Rahman Abu Zahra Abdul,-0.34
Madio James,-0.34
Scott Evans Xavier,-0.34
Costa Pedro,-0.34
McNamara Thomas,-0.34
Dorn Kirstin,-0.34
Howard Danny,-0.34
Longhi Lavinia,-0.34
Montgomery Matthew,-0.34
Martin Trevor,-0.34
Vilches Jordi,-0.34
Szabó Simon,-0.34
Jordan Erika,-0.34049999999999997
Iijima Hiroki,-0.3405
Dion Céline,-0.34105263157894733
Townsend Najarra,-0.34130434782608693
Nieto Olive,-0.34142857142857147
 Ryo,-0.34142857142857147
Jaroenpura Intira,-0.34142857142857147
Giri Ashwini,-0.34142857142857147
Taylor Tim,-0.34142857142857147
Persson Sanna,-0.34142857142857147
Procházková Marika,-0.34142857142857147
Van Zant Johnny,-0.34142857142857147
Neumann Mark,-0.3416666666666666
Crosby Cameron,-0.3416666666666666
Schomburg Roman,-0.3416666666666666
Brooks Kix,-0.3416666666666666
Zárate Nicolás,-0.3416666666666666
Takagi Miyu,-0.3416666666666666
Ellis Dan,-0.3416666666666666
Bilancio Vinnie,-0.3416666666666666
Booth Sarah,-0.3416666666666666
Beck Rufus,-0.34176470588235297
Bardot Brigitte,-0.34214285714285714
Shah Tipu Adnan,-0.3425
Baluev Aleksandr,-0.3425
Müller Mercedes,-0.3426315789473684
Colton Scott,-0.34285714285714286
Ryan Meehan Joseph,-0.34285714285714286
Cruz Ella,-0.34285714285714286
Verndal Line,-0.34285714285714286
Socia Matt,-0.3433333333333333
Liang Tian,-0.3433333333333333
Pan Vicci,-0.3433333333333333
Nayebi Nina,-0.3433333333333333
Patrick Leonard Sean,-0.3433333333333333
Siatidis Georges,-0.3433333333333333
Taube Sven-Bertil,-0.3433333333333333
Doyle Shawn,-0.3433333333333333
Songsaeng Udom,-0.3433333333333333
Bruni Emily,-0.3433333333333333
Brown Nicholas,-0.3433333333333333
Nakai Kiichi,-0.344
Moffat Steven,-0.3442857142857143
Lo Zito Laura,-0.3442857142857143
Palme Olof,-0.3442857142857143
Janiczek Arkadiusz,-0.3442857142857143
Garberina Billy,-0.34454545454545454
Calatré Paulo,-0.34461538461538466
Nonami Maho,-0.34461538461538466
Butrprom Sudarat,-0.34461538461538466
Uchida Rio,-0.34468750000000004
Scholte Tom,-0.345
Ritchie Charlotte,-0.345
Weaver Alexandra,-0.345
Taber Catherine,-0.345
Boszhard Carlo,-0.345
E. Miller Stephen,-0.345
Bundschuh Mathilde,-0.345
Locker Gerlinde,-0.345
Rostom Hichem,-0.345
Mills Alley,-0.345
Webber Eddie,-0.345
Lai Yiu-Cheung,-0.345
Dwyer Alice,-0.3451851851851852
Baldwin Daniel,-0.34535714285714286
Akaranitimaytharatt Akarin,-0.3453846153846154
Schmidt-Modrow Ferdinand,-0.3453846153846154
Anbeh Suzan,-0.34555555555555556
Robinson Karen,-0.3457142857142857
Ono Kento,-0.3457142857142857
Satoh Rika,-0.3457142857142857
Gang Jin,-0.3458333333333334
Takhar Mandy,-0.3458333333333334
Hanamori Yumiri,-0.34615384615384615
Klinge Jana,-0.34615384615384615
Zogg Andrea,-0.34615384615384615
Koschitz Julia,-0.34638888888888886
Brunn Shelby,-0.3466666666666667
Pinto Patricia,-0.3466666666666667
Renee Farley Kristine,-0.3466666666666667
Songyun Tan,-0.3466666666666667
Gronkowski Henning,-0.3466666666666667
Villaggio Paolo,-0.3466666666666667
D. Spears Aaron,-0.3466666666666667
Yatsenko Aleksandr,-0.3466666666666667
Bayram Aslı,-0.3466666666666667
Khourshid Kally,-0.34714285714285714
Kronschläger Magdalena,-0.34714285714285714
Raffalt Peter,-0.34714285714285714
Walsh Mary,-0.34714285714285714
Williams Evan,-0.3472727272727273
Morales Aída,-0.3475
 Narayanankutty,-0.34774193548387095
Fischer Anna,-0.34789473684210526
Ghosh Rudranil,-0.3480434782608696
Degruttola Raffaello,-0.34818181818181815
Ziff Matthew,-0.3481818181818182
O'Dogherty Álex,-0.3481818181818182
Vrede Romana,-0.34833333333333333
Tiantian Fan,-0.34833333333333333
Gorenstein Eli,-0.34833333333333333
Cheng Wang,-0.34833333333333333
Haun Lindsey,-0.34833333333333333
Gregson Wagner Natasha,-0.34833333333333333
Munro Caroline,-0.34833333333333333
Matsuo Satoru,-0.34833333333333333
Berger Jacob,-0.34833333333333333
Antony-Barber Paul,-0.34833333333333333
Ohtani Mai,-0.34833333333333333
Koseki Yuta,-0.3484210526315789
Shende Shashank,-0.3484615384615385
Niratvorapanya Ekawat,-0.3485714285714286
Mai Kanon,-0.3485714285714286
Minato Sakuragi,-0.3485714285714286
Toa Serika,-0.3485714285714286
Mukherjee Arun,-0.3485714285714286
Schmitzer Jiří,-0.3485714285714286
Ibuki Gorō,-0.3485714285714286
Giese Godehard,-0.34884615384615386
Agnihotri Rati,-0.3490909090909091
Birney Reed,-0.3491666666666666
Bethea Erin,-0.3491666666666667
Salehi Majid,-0.349375
O'Bryon Kera,-0.3494117647058823
Chadov Aleksey,-0.3499999999999999
Lee Tommy,-0.35000000000000003
Anton Kurtis,-0.35000000000000003
Martinelli Stefano,-0.35000000000000003
Stiglmeier Klaus,-0.35000000000000003
Lawless Louie,-0.35000000000000003
Amiguet Caroline,-0.35000000000000003
Kleier Sean,-0.35000000000000003
Shiyu Wang,-0.35000000000000003
Jameson Louise,-0.35000000000000003
Donohue Sean,-0.35000000000000003
Restiffe Sílvio,-0.35000000000000003
Malcom Francesco,-0.35000000000000003
Hazell Keeley,-0.35000000000000003
Késsimos Laerte,-0.35000000000000003
Burton-Hill Clemency,-0.35000000000000003
Talsania Tiku,-0.35000000000000003
Grill Maximilian,-0.35000000000000003
Trela Jerzy,-0.35000000000000003
Kwat Jarwo,-0.35000000000000003
Semenuk Brandon,-0.35000000000000003
Harada Mieko,-0.3504761904761905
Davies Ray,-0.3514285714285714
O'Neil Denny,-0.3514285714285714
Judd Julie,-0.3514285714285714
von Pufendorf Maximilian,-0.35157894736842105
Belén Ana,-0.3516666666666666
Rock Tony,-0.3516666666666666
Schoofs Sarah,-0.3516666666666666
Long Chen,-0.3516666666666666
Joslin Chip,-0.3516666666666666
Owoh Nkem,-0.3516666666666666
 Apl.de.Ap,-0.35250000000000004
Juvekar Santosh,-0.3528571428571428
Jin Chen,-0.35285714285714287
Laspalès Régis,-0.35285714285714287
de Fürst Sophie,-0.35285714285714287
Tomicová Pavla,-0.35285714285714287
Oropesa Elizabeth,-0.35307692307692307
Talpe Louis,-0.35307692307692307
Carter Maddisyn,-0.35333333333333333
Mingming Sun,-0.35333333333333333
Williams Blair,-0.35333333333333333
Rae Bernier Chelsea,-0.35333333333333333
Conde Mikaël,-0.35333333333333333
Mitchell Gavin,-0.35333333333333333
Piatas Dimitris,-0.35333333333333333
Eleftheriou Lefteris,-0.35333333333333333
Arvidsson Malin,-0.35333333333333333
Roenke Keith,-0.35333333333333333
Downs Nicholas,-0.35333333333333333
Küçükayvaz Cengiz,-0.35333333333333333
Bhave Subodh,-0.3538095238095238
Burunov Sergey,-0.3538461538461538
Matobu Sei,-0.3538461538461538
Zidane Zinédine,-0.3538461538461538
Jean Chorostecki Lara,-0.3538461538461538
Itano Tomomi,-0.3538461538461538
Shimizu Misa,-0.3538461538461538
Vogler Rüdiger,-0.354
Mulai Christopher,-0.3541666666666667
Gorobchenko Sergey,-0.3541666666666667
Landuris Dieter,-0.3541666666666667
Godbole Mrinmayee,-0.35428571428571426
Veselinov Blagoj,-0.35428571428571426
Long Jackie,-0.35428571428571426
Parsons John,-0.35428571428571426
Lampl Harry,-0.35428571428571426
Wilson Robert,-0.35428571428571426
Stover George,-0.35434782608695653
McNamara Mike,-0.35454545454545455
Min-chul Shin,-0.355
Dhanshika Sai,-0.355
McCall Davina,-0.355
Taylor Corey,-0.3553846153846154
Czop Ireneusz,-0.35571428571428576
Rudman David,-0.35571428571428576
Nobile Roberto,-0.35571428571428576
Svirskiy Vladimir,-0.35571428571428576
Limaye Upendra,-0.35571428571428576
Didelet João,-0.35571428571428576
Manalo John,-0.35571428571428576
Lam Raymond,-0.3558333333333333
LaFramboise Adam,-0.3563636363636364
Namdeo Govind,-0.3564
Stevens Brinke,-0.3565217391304348
Larry Butler G.,-0.35666666666666663
Dietels Ben,-0.3566666666666667
Gaunt William,-0.3566666666666667
Kukhareshin Valeriy,-0.3566666666666667
Kuimova Anastasiya,-0.3566666666666667
Dacosta Alexandre,-0.3566666666666667
King Matthew,-0.3566666666666667
Reza Ghaffari Mohammad,-0.3566666666666667
Chao Liu,-0.3566666666666667
Sathanya Baby,-0.3566666666666667
Price Brandi,-0.3566666666666667
Lawrence Shawn,-0.3566666666666667
Schulz Barbara,-0.3566666666666667
B. Bela,-0.35692307692307695
Ono Karin,-0.35714285714285715
Mitevska Labina,-0.35714285714285715
Carpentieri Alexi,-0.35714285714285715
Stewart Catrin,-0.35714285714285715
Takahashi Katsunori,-0.35714285714285715
Einstein Albert,-0.35714285714285715
Brandon Derek,-0.35749999999999993
Alter Tom,-0.3576923076923077
Safwat Ahmed,-0.35833333333333334
Dittrich Olli,-0.35833333333333334
Magalona Elmo,-0.35833333333333334
Gran Wyoming El,-0.35833333333333334
Follin Robert,-0.35833333333333334
Ferreri Gianni,-0.35833333333333334
Miller Deron,-0.35833333333333334
Mirimskaya Angelina,-0.35833333333333334
Ahmed Agoumi Sid,-0.35833333333333334
Felisha Ratu,-0.35833333333333334
Zolotukhin Valeriy,-0.35833333333333334
Wei Na,-0.35833333333333334
Flav Flavor,-0.35857142857142854
Xikominos Costas,-0.35857142857142854
Mikiver Carmen,-0.35857142857142854
Dazhi Wang,-0.35857142857142854
Marsalis Wynton,-0.35857142857142854
Bär Karoline,-0.35857142857142854
Milostich Julio,-0.35857142857142854
Morrison Van,-0.35857142857142854
Bonastre Xavier,-0.35857142857142854
Lauda Niki,-0.35857142857142854
Sloan Walt,-0.35857142857142854
Fang Serena,-0.35857142857142854
Terziyan Sesede,-0.35857142857142854
Naidu Ajay,-0.35857142857142854
Grimm Michael,-0.35968750000000005
Kuneika Petras,-0.36
Tatum Clay,-0.36
Sokolowski Julie,-0.36
Dewath Dagny,-0.36
Boffey Mercer,-0.36
Mills Zach,-0.36
Galrani Sanjjanaa,-0.36
Gimbel Thomas,-0.36000000000000004
Page Greg,-0.36000000000000004
Hall Daryl,-0.36000000000000004
Rimoux Alain,-0.36000000000000004
Michaeli Rivka,-0.36000000000000004
Oates John,-0.36000000000000004
ten Kate Matthijs,-0.36000000000000004
Virastyuk Vasyl,-0.36000000000000004
Adams Tiffany,-0.36000000000000004
Jalal Farida,-0.36000000000000004
Jouhet Nicolas,-0.36000000000000004
Philip Andreano,-0.36000000000000004
Mishukov Vladimir,-0.36071428571428577
Aníbal Héctor,-0.36083333333333334
Markiewicz Adam,-0.3614285714285714
Charles Rivers Gregory,-0.3614285714285714
Yamaguchi Mayu,-0.3614285714285714
Chattopadhyay Jayanto,-0.3614285714285714
Rajo Bintang Titi,-0.3614285714285714
Röse Eva,-0.3614285714285714
Rutherford Mike,-0.3614285714285714
Hanold-Lynch Heike,-0.36150000000000004
Canseco Jose,-0.36166666666666664
Francis Jake,-0.36166666666666664
Polovtsev Aleksandr,-0.36166666666666664
Zhigalov Mikhail,-0.36166666666666664
Milovanov Konstantin,-0.36166666666666664
Koumoto Masahiro,-0.3619230769230769
Terajima Susumu,-0.36214285714285716
Shirasu Jin,-0.36238095238095236
Zito Chuck,-0.3625
Ruscha Edward,-0.3628571428571429
Mirkurbanov Igor,-0.3628571428571429
Hee-chul Kim,-0.3628571428571429
Kyu-hyun Cho,-0.3628571428571429
 Shindong,-0.3628571428571429
Kornieieva Halyna,-0.3628571428571429
Anh Thùy,-0.3628571428571429
Geišberg Marek,-0.3628571428571429
Milan Londoh Marsha,-0.3628571428571429
Tajima Reiko,-0.3628571428571429
Ostan Boris,-0.3628571428571429
Hniezdilov Ihor,-0.3628571428571429
Ismailov Gurban,-0.3628571428571429
Danielle Diana,-0.3628571428571429
Watson Paul,-0.3628571428571429
Necesito Marife,-0.3628571428571429
Yoon-ah Oh,-0.3628571428571429
Kononova Elizaveta,-0.36333333333333334
Aqui Nicolas,-0.36333333333333334
Slingsby Katherine,-0.36333333333333334
Nagasawa Nao,-0.36333333333333334
Marmi Daniele,-0.36333333333333334
Aravena Loreto,-0.36333333333333334
Loza Evgeniya,-0.36333333333333334
Allen Krista,-0.36333333333333334
Hjort Ditlevsen Sara,-0.36357142857142855
Sugino Kiki,-0.3638461538461539
Hünal Cemal,-0.3641666666666667
 Devaraj,-0.3642105263157895
Contreras Paloma,-0.36428571428571427
Supraba Maryam,-0.36428571428571427
Ilter Halima,-0.36428571428571427
Rodríguez Álvaro,-0.36428571428571427
Moschner Iván,-0.36428571428571427
Pasturan Chris,-0.36428571428571427
Kiefer Amelie,-0.36428571428571427
Abrantes Gabriel,-0.36428571428571427
Aguedan Chamyto,-0.36428571428571427
Schroeder Barbet,-0.36428571428571427
Monni Carlo,-0.365
 Amy,-0.365
Tityaev Ivan,-0.365
Cruz Sunshine,-0.365
Franco Jean,-0.365
Cade David,-0.365
Estevez Joe,-0.365
Afshar Anahita,-0.365
Zebub Bill,-0.3654545454545454
Rajabi Mehran,-0.3656521739130435
Van Zandt Ned,-0.3657142857142857
Lopes Gabrielle,-0.3657142857142857
Cook Paul,-0.3657142857142857
Mitrovic Milos,-0.3657142857142857
Liwag Mike,-0.3657142857142857
Stone Greg,-0.3657142857142857
Reolon Marcio,-0.3657142857142857
Niedecken Wolfgang,-0.3657142857142857
Ranganathan Suman,-0.3657142857142857
Vadim Christian,-0.3657142857142857
Smith Tom,-0.3657142857142857
Kômoto Jun'ichi,-0.3657142857142857
Abdelli Lotfi,-0.3657142857142857
Kawashima Ririka,-0.3657142857142857
Bernstein Richard,-0.3657142857142857
Nuter Egon,-0.3657142857142857
Chong Si-Man Jacquline,-0.36624999999999996
Kaykov Andrey,-0.3663636363636364
Boková Jenovéfa,-0.3664285714285715
Brochorst Andersen Julie,-0.3666666666666667
Nicholas Angela,-0.3666666666666667
Gostyukhin Vladimir,-0.3666666666666667
Carvajal Marcela,-0.3666666666666667
Stark Katharina,-0.3666666666666667
Deschauer Luise,-0.3666666666666667
Kruse Emilie,-0.3666666666666667
Karasu Murat,-0.3666666666666667
Aman Zeenat,-0.3666666666666667
Degas Rupert,-0.3666666666666667
Llewellyn Robert,-0.3666666666666667
Sabry Abeer,-0.3666666666666667
Castonguay Alexandre,-0.3671428571428571
Nagano Satomi,-0.3671428571428571
Timpone Anthony,-0.3671428571428571
Maldonado Emmanuel,-0.3671428571428571
Saeki Hinako,-0.3671428571428571
Schily Jenny,-0.36714285714285716
Bonington Tom,-0.3672222222222222
Sharifinia Mohammadreza,-0.36739130434782613
Masuoka Toru,-0.3678571428571429
Hart Bret,-0.3678571428571429
Casillo Benedetto,-0.36833333333333335
Branciamore Matteo,-0.36833333333333335
Ray Chowdhury Tamal,-0.36833333333333335
Medvedeva Natalya,-0.36833333333333335
Tennor Adria,-0.36833333333333335
Tello Mikel,-0.36833333333333335
Lasaosa Gorka,-0.36833333333333335
Schenker Rudolf,-0.3685714285714286
Baer Harry,-0.3685714285714286
Kornienko Vitaliya,-0.3685714285714286
Boucher Jean-Carl,-0.3685714285714286
Isbell Jason,-0.3685714285714286
Yearwood Trisha,-0.3685714285714286
Kerekeš Ljubomir,-0.3685714285714286
Yenque Jose,-0.3685714285714286
Kannenberg Felipe,-0.3685714285714286
Trinker Heike,-0.3685714285714286
Sukhorukov Viktor,-0.3685714285714286
Arai Hideyuki,-0.3685714285714286
Sato Eriko,-0.3692307692307692
Reinke Nicholas,-0.3692857142857143
Joel Billy,-0.3692857142857143
Mudrová Barbora,-0.37
Kagawa Kyōko,-0.37
Green Richard,-0.37
Budovska Agnese,-0.37
McKinnon Jana,-0.37
Nagai Sumire,-0.37
Toompere Harriet,-0.37
Gentili Rosanna,-0.37
Divano Paul,-0.37
Polívka Bolek,-0.37
De Cola Federica,-0.37
Ganguly Pijush,-0.37
Chiu Prince,-0.37
Nečas Pavel,-0.37000000000000005
Komínek Jan,-0.37000000000000005
Matonoha Tomáš,-0.37000000000000005
Renna John,-0.37000000000000005
Kato Ai,-0.37000000000000005
Polak Isabell,-0.37000000000000005
Birnbaum Nico,-0.37000000000000005
Suchánek Michal,-0.37000000000000005
Escobar Roberto,-0.37000000000000005
Mišík Adam,-0.37000000000000005
Prithiveeraj Babloo,-0.37142857142857144
Hancock Kelly,-0.37142857142857144
Frisell Bill,-0.37142857142857144
Çırak Ümit,-0.37142857142857144
Attías Emilia,-0.37142857142857144
Sone Yūta,-0.37142857142857144
Manassero Ciccio,-0.37166666666666665
Razavian Javad,-0.37166666666666665
Abdelghafour Reham,-0.37166666666666665
van Ammelrooy Willeke,-0.37166666666666665
Entezami Ezzatollah,-0.37166666666666665
Dutta Rajatabha,-0.37183333333333335
Levine Samm,-0.372
Pumrat Paitoon,-0.3723076923076923
Tonkel Jürgen,-0.3725
Inman Jesse,-0.37285714285714283
Asami Reina,-0.37285714285714283
Kleist Annedore,-0.37285714285714283
Kulle Maria,-0.37285714285714283
Bourdeu Lucie,-0.37285714285714283
Schmauser Thomas,-0.37285714285714283
Swanby Grant,-0.37307692307692303
Iijima Daisuke,-0.37307692307692303
Strelkova-Oboldina Inga,-0.37307692307692303
Arnold Luke,-0.37333333333333335
Clerkin Cavan,-0.37333333333333335
Mata José,-0.37333333333333335
Ramesh Jithan,-0.37333333333333335
Berry Simon,-0.37333333333333335
Champion Jack,-0.37333333333333335
Kōshirō X Matsumoto,-0.37333333333333335
Serre Léopoldine,-0.37333333333333335
Milovanović Nebojša,-0.37333333333333335
Landon Castille,-0.37333333333333335
Matsuda Shoichi,-0.37333333333333335
Collado Adrià,-0.37333333333333335
le Faye Nicolette,-0.37333333333333335
Diamond Dustin,-0.37333333333333335
Babčáková Simona,-0.3735714285714286
Darnov Hans-Maria,-0.3742857142857143
Giovannucci Paolo,-0.3742857142857143
Cox Carl,-0.3742857142857143
Gronau Tom,-0.3742857142857143
Brown Fraser,-0.3742857142857143
Hannon Neil,-0.3742857142857143
Cartwright Veronica,-0.3742857142857143
Shinoda Mariko,-0.37461538461538463
Amami Yuki,-0.37476190476190474
Priyanka Sri,-0.375
Bartilotti Eugenio,-0.375
Zielinski Patrick,-0.375
Cano Carolina,-0.375
Sugawara Daikichi,-0.37558139534883717
Williams Venus,-0.3757142857142857
Kozub Štěpán,-0.3757142857142857
Ben Amara Souhir,-0.3757142857142857
Tachi Hiroshi,-0.3757142857142857
Pineda Enzo,-0.3757142857142857
Rai Vinay,-0.3757142857142857
de Bosschere Sara,-0.3757142857142857
Bähnk Ulrich,-0.3757142857142857
Pose Jörg,-0.37615384615384617
Platel Joffrey,-0.37666666666666665
Oldfield Rob,-0.37666666666666665
Porter Kevin,-0.37666666666666665
Sato Hinata,-0.3766666666666667
Sanders Bernie,-0.3768181818181818
Chakraborty Tanushree,-0.3771428571428571
Simonet Mathieu,-0.37714285714285717
Lee Paul,-0.37714285714285717
Blancke Sandrine,-0.37714285714285717
Burmeister Harald,-0.37714285714285717
Wu David,-0.37714285714285717
Heist Hans-Joachim,-0.37714285714285717
Woigk Helen,-0.37714285714285717
Che Yuen-Yuen Stephanie,-0.37714285714285717
Adler Lisa,-0.37714285714285717
Wecker Konstantin,-0.37714285714285717
Riepen Knud,-0.37714285714285717
Zúñiga Paula,-0.37714285714285717
Evans Juliana,-0.37714285714285717
Lawrence Joey,-0.3777777777777778
Ferrer Kristyan,-0.378
Sjostrom Cosondra,-0.37833333333333335
Gala Lou,-0.37833333333333335
Sözer Hilmi,-0.37833333333333335
Whalley Michael,-0.37833333333333335
Moore Jodie,-0.37833333333333335
Foster Michael,-0.37833333333333335
Kravits Jason,-0.37833333333333335
Okita Anri,-0.37857142857142856
von Trotta Margarethe,-0.37857142857142856
Pethe Parna,-0.37857142857142856
Virman Jari,-0.37857142857142856
Lantano Rex,-0.37857142857142856
Roy Chowdhury Ashim,-0.37857142857142856
Ke Ma,-0.37857142857142856
Nishikawa Shunsuke,-0.37857142857142856
Rowell Victoria,-0.37857142857142856
Shvedov Denis,-0.37857142857142856
Dadas Aziz,-0.37857142857142856
Stewart Alexandra,-0.37857142857142856
ElHalwany Ahmed,-0.37857142857142856
Hosoi Christian,-0.37875
Cummins Martin,-0.3790909090909091
Kanjiya Shihori,-0.3795238095238095
Khanjanpour Hadi,-0.37999999999999995
Marriott Chanel,-0.37999999999999995
Dryl Monika,-0.37999999999999995
Sieg Rafael,-0.38
Spelzini Beatriz,-0.38
Amhali Najib,-0.38
Stockinger Sophie,-0.38
Hisamatsu Ikumi,-0.38
Ojeda Manuel,-0.38
Ghosh Ridhima,-0.38
Üzer Yaşar,-0.38
Basu Sudipa,-0.38
Zaki Ashraf,-0.38000000000000006
Estes Kim,-0.38090909090909086
Guélat Simon,-0.38125
Sadeghi Ali,-0.38125
Ino Hiroki,-0.3814285714285714
Nikolov Dimitar,-0.3814285714285714
Rowlson-Hall Celia,-0.3814285714285714
Menzel Jiří,-0.3814285714285714
Van Heerden Marcel,-0.3814285714285714
Boyd Joe,-0.3814285714285714
Padotzke Susu,-0.3814285714285714
 Heklina,-0.3814285714285714
Kaynak Ahmet,-0.3814285714285714
Vieira Cédric,-0.3814285714285714
Aaron Quinton,-0.3815789473684211
Lagerfelt Caroline,-0.38166666666666665
Tarbouriech Bonnafet,-0.38166666666666665
Atomic Tonjia,-0.38166666666666665
Loyzaga Bing,-0.38166666666666665
Yin-Shang Liu,-0.38166666666666665
Medrano Joseph,-0.38166666666666665
 Sridhar,-0.38166666666666665
Jahn Moritz,-0.38166666666666665
Najah Hamid,-0.38166666666666665
Russo Derek,-0.38166666666666665
Ting Mei,-0.38166666666666665
Yi-ching Lu,-0.38190476190476186
Hartley Jules,-0.382
Smith Chad,-0.382
